Mac Prefix,Vendor Name,Private,Block Type,Last Update
2C:18:AE,"Trend Electronics Co., Ltd.",FALSE,MA-L,11/17/2015
2C:37:31,"SHENZHEN YIFANG DIGITAL TECHNOLOGY CO.,LTD.",FALSE,MA-L,4/27/2016
2C:5D:93,Ruckus Wireless,FALSE,MA-L,3/29/2017
30:51:F8,BYK-Gardner GmbH,FALSE,MA-L,11/17/2015
30:9B:AD,"BBK EDUCATIONAL ELECTRONICS CORP.,LTD.",FALSE,MA-L,4/6/2016
34:23:87,"Hon Hai Precision Ind. Co.,Ltd.",FALSE,MA-L,6/11/2016
34:A5:E1,Sensorist ApS,FALSE,MA-L,11/17/2015
34:DB:FD,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
38:A5:3C,COMECER Netherlands,FALSE,MA-L,11/17/2015
38:B7:4D,Fijowave Limited,FALSE,MA-L,11/17/2015
38:DB:BB,"Sunbow Telecom Co., Ltd.",FALSE,MA-L,11/17/2015
3C:10:40,daesung network,FALSE,MA-L,11/17/2015
3C:18:A0,Luxshare Precision Industry Company Limited,FALSE,MA-L,7/23/2017
3C:6E:63,Mitron OY,FALSE,MA-L,11/17/2015
3C:CA:87,Iders Incorporated,FALSE,MA-L,11/17/2015
3C:F7:48,"Shenzhen Linsn Technology Development Co.,Ltd",FALSE,MA-L,11/17/2015
40:70:09,Commscope,FALSE,MA-L,10/16/2024
40:74:96,aFUN TECHNOLOGY INC.,FALSE,MA-L,11/17/2015
40:7A:80,Nokia Corporation,FALSE,MA-L,11/17/2015
44:31:92,Hewlett Packard,FALSE,MA-L,11/17/2015
44:7B:C4,"DualShine Technology(SZ)Co.,Ltd",FALSE,MA-L,11/17/2015
44:8A:5B,"Micro-Star INT'L CO., LTD.",FALSE,MA-L,11/17/2015
44:EE:30,Budelmann Elektronik GmbH,FALSE,MA-L,11/17/2015
48:46:FB,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
4C:3C:16,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
4C:5E:0C,Routerboard.com,FALSE,MA-L,11/17/2015
4C:B8:1C,SAM Electronics GmbH,FALSE,MA-L,11/17/2015
4C:F0:2E,Vifa Denmark A/S,FALSE,MA-L,11/17/2015
50:20:6B,Copeland - Transportation Solutions ApS,FALSE,MA-L,12/20/2023
50:2E:5C,HTC Corporation,FALSE,MA-L,11/17/2015
50:C0:06,Carmanah Signs,FALSE,MA-L,11/17/2015
50:C2:71,SECURETECH INC,FALSE,MA-L,11/17/2015
50:C9:A0,SKIPPER AS,FALSE,MA-L,7/23/2017
50:E0:C7,TurControlSystme AG,FALSE,MA-L,11/17/2015
50:E1:4A,Private,FALSE,MA-L,11/17/2015
50:ED:78,"Changzhou Yongse Infotech Co.,Ltd",FALSE,MA-L,11/17/2015
54:2F:89,"Euclid Laboratories, Inc.",FALSE,MA-L,11/17/2015
54:93:59,"SHENZHEN TWOWING TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
54:E4:3A,"Apple, Inc.",FALSE,MA-L,11/17/2015
5C:11:93,Seal One AG,FALSE,MA-L,11/17/2015
5C:36:B8,"TCL King Electrical Appliances (Huizhou) Co., Ltd",FALSE,MA-L,11/17/2015
5C:D6:1F,"Qardio, Inc",FALSE,MA-L,11/17/2015
5C:F9:38,"Apple, Inc.",FALSE,MA-L,11/17/2015
5C:FF:FF,"Shenzhen Kezhonglong Optoelectronic Technology Co., Ltd",FALSE,MA-L,11/17/2015
60:69:44,"Apple, Inc.",FALSE,MA-L,11/17/2015
60:DB:2A,HNS,FALSE,MA-L,11/17/2015
64:3F:5F,Exablaze,FALSE,MA-L,11/17/2015
64:42:14,Swisscom Energy Solutions AG,FALSE,MA-L,11/17/2015
64:56:01,"TP-LINK TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
64:BA:BD,"SDJ Technologies, Inc.",FALSE,MA-L,11/17/2015
64:E9:50,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
68:0A:D7,"Yancheng Kecheng Optoelectronic Technology Co., Ltd",FALSE,MA-L,11/17/2015
68:19:3F,Digital Airways,FALSE,MA-L,11/17/2015
68:2D:DC,"Wuhan Changjiang Electro-Communication Equipment CO.,LTD",FALSE,MA-L,11/17/2015
68:69:2E,"Zycoo Co.,Ltd",FALSE,MA-L,11/17/2015
68:76:4F,Sony Corporation,FALSE,MA-L,3/10/2023
68:8A:B5,EDP Servicos,FALSE,MA-L,11/17/2015
68:FC:B3,"Next Level Security Systems, Inc.",FALSE,MA-L,11/17/2015
6C:15:F9,Nautronix Limited,FALSE,MA-L,11/17/2015
6C:4B:7F,Vossloh-Schwabe Deutschland GmbH,FALSE,MA-L,11/17/2015
6C:83:66,"Nanjing SAC Power Grid Automation Co., Ltd.",FALSE,MA-L,11/17/2015
6C:98:EB,"Riverbed Technology, Inc.",FALSE,MA-L,10/23/2020
70:1D:7F,"Comtech Technology Co., Ltd.",FALSE,MA-L,11/17/2015
70:30:5E,"Nanjing Zhongke Menglian Information Technology Co.,LTD",FALSE,MA-L,11/17/2015
70:53:3F,Alfa Instrumentos Eletronicos Ltda.,FALSE,MA-L,11/17/2015
70:59:57,Medallion Instrumentation Systems,FALSE,MA-L,11/17/2015
70:59:86,OOO TTV,FALSE,MA-L,11/17/2015
70:60:DE,LaVision GmbH,FALSE,MA-L,11/17/2015
70:61:73,Calantec GmbH,FALSE,MA-L,6/27/2023
70:85:C6,Commscope,FALSE,MA-L,10/16/2024
70:8D:09,Nokia Corporation,FALSE,MA-L,11/17/2015
70:FF:76,Texas Instruments,FALSE,MA-L,11/17/2015
78:3D:5B,TELNET Redes Inteligentes S.A.,FALSE,MA-L,11/17/2015
78:DA:6E,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
7C:49:B9,Plexus Manufacturing Sdn Bhd,FALSE,MA-L,11/17/2015
7C:66:9D,Texas Instruments,FALSE,MA-L,11/17/2015
7C:6A:B3,IBC TECHNOLOGIES INC.,FALSE,MA-L,11/17/2015
7C:B7:33,ASKEY COMPUTER CORP,FALSE,MA-L,11/17/2015
7C:BF:88,Mobilicom LTD,FALSE,MA-L,11/17/2015
7C:CD:3C,"Guangzhou Juzing Technology Co., Ltd",FALSE,MA-L,11/17/2015
80:48:A5,"Sichuan Tianyi Comheart Telecom Co.,LTD",FALSE,MA-L,2/24/2021
80:56:F2,"Hon Hai Precision Ind. Co.,Ltd.",FALSE,MA-L,6/11/2016
80:57:19,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
80:F2:5E,Kyynel,FALSE,MA-L,11/17/2015
84:4F:03,Ablelink Electronics Ltd,FALSE,MA-L,11/17/2015
84:76:16,Addat s.r.o.,FALSE,MA-L,11/17/2015
88:41:FC,AirTies Wireless Networks,FALSE,MA-L,6/11/2016
88:5A:92,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
88:86:03,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
88:91:66,Viewcooper Corp.,FALSE,MA-L,11/17/2015
8C:09:F4,Commscope,FALSE,MA-L,10/16/2024
8C:AE:89,Y-cam Solutions Ltd,FALSE,MA-L,11/17/2015
8C:B7:F7,"Shenzhen UniStrong Science & Technology Co., Ltd",FALSE,MA-L,11/17/2015
90:02:8A,"Shenzhen Shidean Legrand Electronic Products Co.,Ltd",FALSE,MA-L,11/17/2015
90:1A:CA,Commscope,FALSE,MA-L,10/16/2024
90:20:83,General Engine Management Systems Ltd.,FALSE,MA-L,11/17/2015
90:35:6E,Vodafone Omnitel N.V.,FALSE,MA-L,11/17/2015
90:8C:44,"H.K ZONGMU TECHNOLOGY CO., LTD.",FALSE,MA-L,11/17/2015
90:8F:93,MakerBot Industries,FALSE,MA-L,9/12/2013
90:F3:B7,"Kirisun Communications Co., Ltd.",FALSE,MA-L,11/17/2015
94:10:3E,Belkin International Inc.,FALSE,MA-L,11/17/2015
94:3B:B1,"Kaon Group Co., Ltd.",FALSE,MA-L,3/29/2023
94:86:D4,Surveillance Pro Corporation,FALSE,MA-L,11/17/2015
94:87:7C,Commscope,FALSE,MA-L,10/16/2024
94:B9:B4,Aptos Technology,FALSE,MA-L,11/17/2015
94:C1:50,2Wire Inc,FALSE,MA-L,11/17/2015
94:C3:E4,Atlas Copco IAS GmbH,FALSE,MA-L,4/25/2018
94:E9:8C,Nokia,FALSE,MA-L,6/11/2016
94:EB:2C,"Google, Inc.",FALSE,MA-L,11/17/2015
98:43:DA,INTERTECH,FALSE,MA-L,11/17/2015
98:FB:12,Grand Electronics (HK) Ltd,FALSE,MA-L,11/17/2015
9C:03:9E,"Beijing Winchannel Software Technology Co., Ltd",FALSE,MA-L,11/17/2015
9C:21:6A,"TP-LINK TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
9C:44:3D,"CHENGDU XUGUANG TECHNOLOGY CO, LTD",FALSE,MA-L,11/17/2015
9C:88:88,Simac Techniek NV,FALSE,MA-L,11/17/2015
9C:A9:E4,zte corporation,FALSE,MA-L,3/10/2023
9C:D6:43,D-Link International,FALSE,MA-L,3/10/2023
9C:F8:DB,"shenzhen eyunmei technology co,.ltd",FALSE,MA-L,11/17/2015
A0:3B:1B,Inspire Tech,FALSE,MA-L,11/17/2015
A0:A2:3C,GPMS,FALSE,MA-L,11/17/2015
A0:E5:E9,enimai Inc,FALSE,MA-L,11/17/2015
A4:05:9E,STA Infinity LLP,FALSE,MA-L,11/17/2015
A4:9F:89,Shanghai Rui Rui Communication Technology Co.Ltd.,FALSE,MA-L,11/17/2015
A4:DB:30,Liteon Technology Corporation,FALSE,MA-L,11/17/2015
A4:E4:B8,BlackBerry RTS,FALSE,MA-L,11/17/2015
A4:E9:A3,"Honest Technology Co., Ltd",FALSE,MA-L,11/17/2015
A8:8D:7B,SunDroid Global limited.,FALSE,MA-L,11/17/2015
AC:85:3D,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
B0:45:45,YACOUB Automation GmbH,FALSE,MA-L,11/17/2015
B0:79:08,Cummings Engineering,FALSE,MA-L,11/17/2015
B0:DF:3A,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
B4:24:E7,"Codetek Technology Co.,Ltd",FALSE,MA-L,11/17/2015
B4:52:7E,Sony Corporation,FALSE,MA-L,3/10/2023
B4:75:0E,Belkin International Inc.,FALSE,MA-L,11/17/2015
B4:82:7B,AKG Acoustics GmbH,FALSE,MA-L,11/17/2015
B8:C1:A2,"Dragon Path Technologies Co., Limited",FALSE,MA-L,11/17/2015
B8:DF:6B,"SpotCam Co., Ltd.",FALSE,MA-L,11/17/2015
BC:44:86,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
BC:88:93,VILLBAU Ltd.,FALSE,MA-L,11/17/2015
C0:57:BC,Avaya Inc,FALSE,MA-L,3/29/2017
C0:98:E5,University of Michigan,FALSE,MA-L,11/17/2015
C4:04:15,NETGEAR,FALSE,MA-L,5/24/2017
C4:6E:1F,"TP-LINK TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
C4:E9:2F,AB Sciex,FALSE,MA-L,11/17/2015
C8:EE:75,Pishion International Co. Ltd,FALSE,MA-L,11/17/2015
CC:34:29,"TP-LINK TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
CC:74:98,Filmetrics Inc.,FALSE,MA-L,11/17/2015
CC:FB:65,"Nintendo Co., Ltd.",FALSE,MA-L,11/17/2015
D0:39:72,Texas Instruments,FALSE,MA-L,11/17/2015
D0:B5:23,Bestcare Cloucal Corp.,FALSE,MA-L,11/17/2015
D0:C4:2F,"Tamagawa Seiki Co.,Ltd.",FALSE,MA-L,11/17/2015
D4:68:67,Neoventus Design Group,FALSE,MA-L,11/17/2015
D4:6A:A8,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
D4:D9:19,GoPro,FALSE,MA-L,11/17/2015
D8:50:E6,ASUSTek COMPUTER INC.,FALSE,MA-L,11/17/2015
DC:05:75,SIEMENS ENERGY AUTOMATION,FALSE,MA-L,11/17/2015
DC:3E:F8,Nokia Corporation,FALSE,MA-L,11/17/2015
DC:5E:36,Paterson Technology,FALSE,MA-L,11/17/2015
DC:86:D8,"Apple, Inc.",FALSE,MA-L,11/17/2015
DC:AD:9E,GreenPriz,FALSE,MA-L,11/17/2015
DC:CE:BC,"Shenzhen JSR Technology Co.,Ltd.",FALSE,MA-L,11/17/2015
E0:97:F2,Atomax Inc.,FALSE,MA-L,11/17/2015
E4:77:23,zte corporation,FALSE,MA-L,3/10/2023
E4:98:D6,"Apple, Inc.",FALSE,MA-L,11/17/2015
E4:C6:3D,"Apple, Inc.",FALSE,MA-L,11/17/2015
E4:C7:22,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
E8:61:1F,"Dawning Information Industry Co.,Ltd",FALSE,MA-L,11/17/2015
E8:BB:A8,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",FALSE,MA-L,11/17/2015
E8:F2:26,MILLSON CUSTOM SOLUTIONS INC.,FALSE,MA-L,11/17/2015
F0:C1:F1,"Apple, Inc.",FALSE,MA-L,11/17/2015
F0:D3:A7,"CobaltRay Co., Ltd",FALSE,MA-L,11/17/2015
F8:27:93,"Apple, Inc.",FALSE,MA-L,11/17/2015
F8:62:AA,xn systems,FALSE,MA-L,11/17/2015
F8:95:50,Proton Products Chengdu Ltd,FALSE,MA-L,11/17/2015
F8:BC:12,Dell Inc.,FALSE,MA-L,11/17/2015
F8:DB:88,Dell Inc.,FALSE,MA-L,11/17/2015
FC:19:D0,"Cloud Vision Networks Technology Co.,Ltd.",FALSE,MA-L,11/17/2015
FC:1E:16,IPEVO corp,FALSE,MA-L,11/17/2015
FC:B0:C4,"Shanghai DareGlobal Technologies Co.,Ltd",FALSE,MA-L,4/27/2016
FC:E1:D9,Stable Imaging Solutions LLC,FALSE,MA-L,11/17/2015
FC:FE:77,"Hitachi Reftechno, Inc.",FALSE,MA-L,11/17/2015
04:44:A1,"TELECON GALICIA,S.A.",FALSE,MA-L,11/17/2015
8:40:27,Gridstore Inc.,FALSE,MA-L,11/17/2015
0C:BD:51,TCT mobile ltd,FALSE,MA-L,3/1/2016
10:A5:D0,"Murata Manufacturing Co., Ltd.",FALSE,MA-L,11/17/2015
14:ED:A5,Wächter GmbH Sicherheitssysteme,FALSE,MA-L,11/17/2015
18:20:12,Aztech Associates Inc.,FALSE,MA-L,11/17/2015
18:9C:5D,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
1C:78:39,"Shenzhen Tencent Computer System Co., Ltd.",FALSE,MA-L,11/17/2015
20:C6:0D,"Shanghai annijie Information technology Co.,LTD",FALSE,MA-L,11/17/2015
34:31:11,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
34:8A:AE,Sagemcom Broadband SAS,FALSE,MA-L,11/17/2015
34:BE:00,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
38:0B:40,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
38:BF:2F,Espec Corp.,FALSE,MA-L,11/17/2015
38:CA:97,Contour Design LLC,FALSE,MA-L,11/17/2015
3C:30:0C,Dewar Electronics Pty Ltd,FALSE,MA-L,11/17/2015
44:3C:9C,Pintsch GmbH,FALSE,MA-L,3/8/2022
48:A2:B7,Kodofon JSC,FALSE,MA-L,11/17/2015
50:FC:9F,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
60:03:47,Billion Electric Co. Ltd.,FALSE,MA-L,11/17/2015
60:96:20,Private,FALSE,MA-L,11/17/2015
60:BE:B5,"Motorola Mobility LLC, a Lenovo Company",FALSE,MA-L,11/17/2015
78:AE:0C,Far South Networks,FALSE,MA-L,11/17/2015
78:B5:D2,Ever Treasure Industrial Limited,FALSE,MA-L,11/17/2015
78:CA:5E,ELNO,FALSE,MA-L,11/17/2015
7C:20:48,KoamTac,FALSE,MA-L,11/17/2015
7C:72:E4,Unikey Technologies,FALSE,MA-L,11/17/2015
7C:97:63,Openmatics s.r.o.,FALSE,MA-L,11/17/2015
84:56:9C,"Coho Data, Inc.,",FALSE,MA-L,11/17/2015
84:A7:83,Alcatel Lucent,FALSE,MA-L,11/17/2015
88:FE:D6,"ShangHai WangYong Software Co., Ltd.",FALSE,MA-L,11/17/2015
94:01:C2,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
98:FF:D0,Lenovo Mobile Communication Technology Ltd.,FALSE,MA-L,11/17/2015
A0:D3:C1,Hewlett Packard,FALSE,MA-L,11/17/2015
A4:09:CB,Alfred Kaercher GmbH &amp; Co KG,FALSE,MA-L,11/17/2015
A4:77:60,Nokia Corporation,FALSE,MA-L,11/17/2015
A8:75:E2,"Aventura Technologies, Inc.",FALSE,MA-L,6/11/2017
B8:26:6C,ANOV France,FALSE,MA-L,11/17/2015
BC:2D:98,ThinGlobal LLC,FALSE,MA-L,11/17/2015
BC:F5:AC,LG Electronics (Mobile Communications),FALSE,MA-L,4/27/2016
C0:3F:D5,"Elitegroup Computer Systems Co.,Ltd.",FALSE,MA-L,1/31/2016
C0:7B:BC,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
C0:F9:91,GME Standard Communications P/L,FALSE,MA-L,11/17/2015
C4:45:EC,"Shanghai Yali Electron Co.,LTD",FALSE,MA-L,11/17/2015
C8:56:63,Sunflex Europe GmbH,FALSE,MA-L,11/17/2015
E0:56:F4,AxesNetwork Solutions inc.,FALSE,MA-L,11/17/2015
E0:E6:31,SNB TECHNOLOGIES LIMITED,FALSE,MA-L,11/17/2015
E8:E7:70,"Warp9 Tech Design, Inc.",FALSE,MA-L,11/17/2015
F0:EB:D0,"Shanghai Feixun Communication Co.,Ltd.",FALSE,MA-L,11/17/2015
F8:1C:E5,Telefonbau Behnke GmbH,FALSE,MA-L,11/17/2015
F8:57:2E,"Core Brands, LLC",FALSE,MA-L,3/13/2020
F8:A9:63,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",FALSE,MA-L,11/17/2015
40:D8:55:16:A,Aplex Technology Inc.,FALSE,IAB,7/9/2025
40:D8:55:16:B,TECHWAY,FALSE,IAB,8/29/2015
40:D8:55:16:C,Private,FALSE,IAB,8/29/2015
40:D8:55:16:D,GD Mission Systems,FALSE,IAB,5/7/2016
40:D8:55:16:E,Secuinfo Co.Ltd,FALSE,IAB,8/29/2015
40:D8:55:16:F,BrightLeaf Power,FALSE,IAB,8/29/2015
40:D8:55:17:0,ICS Eletronics,FALSE,IAB,8/29/2015
40:D8:55:17:1,Sicon srl,FALSE,IAB,8/29/2015
40:D8:55:17:2,"YAWATA ELECTRIC INDUSTRIAL CO.,LTD.",FALSE,IAB,8/29/2015
40:D8:55:17:3,Contec Steuerungstechnik & Automation GmbH,FALSE,IAB,8/29/2015
40:D8:55:17:4,EcoGuard AB,FALSE,IAB,8/29/2015
40:D8:55:17:5,AHB Systeme GmbH,FALSE,IAB,8/29/2015
40:D8:55:17:6,"Schneider Electric Motion, Inc. USA",FALSE,IAB,8/29/2015
40:D8:55:17:7,"TRI Engineering co.,ltd.",FALSE,IAB,8/29/2015
40:D8:55:17:8,REDER Domotic GmbH,FALSE,IAB,8/29/2015
40:D8:55:17:9,Servo-Robot Inc.,FALSE,IAB,8/29/2015
40:D8:55:17:A,ARGUS-SPECTRUM,FALSE,IAB,8/29/2015
40:D8:55:17:B,LUCEO,FALSE,IAB,8/29/2015
40:D8:55:17:C,Critical Link LLC,FALSE,IAB,10/10/2017
00:8B:43,RFTECH,FALSE,MA-L,11/17/2015
04:4E:06,Ericsson AB,FALSE,MA-L,10/30/2016
04:DB:8A,Suntech International Ltd.,FALSE,MA-L,11/17/2015
04:F1:3E,"Apple, Inc.",FALSE,MA-L,11/17/2015
04:F9:38,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
0.336238426,KRG CORPORATE,FALSE,MA-L,11/17/2015
08:3F:76,"Intellian Technologies, Inc.",FALSE,MA-L,11/17/2015
8:57:00,"TP-LINK TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
08:5A:E0,"Recovision Technology Co., Ltd.",FALSE,MA-L,11/17/2015
08:FD:0E,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
0C:12:62,zte corporation,FALSE,MA-L,3/10/2023
0C:3E:9F,"Apple, Inc.",FALSE,MA-L,11/17/2015
0C:54:A5,PEGATRON CORPORATION,FALSE,MA-L,1/25/2016
0C:C4:7A,"Super Micro Computer, Inc.",FALSE,MA-L,11/17/2015
10:0E:7E,Juniper Networks,FALSE,MA-L,2/10/2016
10:B7:13,Private,FALSE,MA-L,11/17/2015
10:DD:F4,"Maxway Electronics CO.,LTD",FALSE,MA-L,11/17/2015
14:99:E2,"Apple, Inc.",FALSE,MA-L,11/17/2015
14:B9:68,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
14:C0:89,DUNE HD LTD,FALSE,MA-L,11/17/2015
14:F2:8E,ShenYang ZhongKe-Allwin Technology Co.LTD,FALSE,MA-L,11/17/2015
18:79:A2,GMJ ELECTRIC LIMITED,FALSE,MA-L,11/17/2015
1C:1D:86,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
1C:EE:E8,Ilshin Elecom,FALSE,MA-L,11/17/2015
20:08:ED,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
20:0E:95,IEC – TC9 WG43,FALSE,MA-L,11/17/2015
20:89:86,zte corporation,FALSE,MA-L,3/10/2023
24:05:0F,MTN Electronic Co. Ltd,FALSE,MA-L,11/17/2015
24:11:48,"Entropix, LLC",FALSE,MA-L,11/17/2015
24:26:42,SHARP Corporation.,FALSE,MA-L,11/17/2015
24:A2:E1,"Apple, Inc.",FALSE,MA-L,11/17/2015
24:A8:7D,"Panasonic Automotive Systems Asia Pacific(Thailand)Co.,Ltd.",FALSE,MA-L,11/17/2015
24:DB:ED,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
24:E9:B3,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
28:22:46,"Beijing Sinoix Communication Co., LTD",FALSE,MA-L,11/17/2015
28:BB:59,"RNET Technologies, Inc.",FALSE,MA-L,11/17/2015
2C:53:4A,Shenzhen Winyao Electronic Limited,FALSE,MA-L,11/17/2015
2C:5A:05,Nokia Corporation,FALSE,MA-L,11/17/2015
2C:95:7F,zte corporation,FALSE,MA-L,3/10/2023
30:B5:C2,"TP-LINK TECHNOLOGIES CO.,LTD.",FALSE,MA-L,11/17/2015
34:13:A8,Mediplan Limited,FALSE,MA-L,11/17/2015
34:46:6F,HiTEM Engineering,FALSE,MA-L,11/17/2015
34:DE:34,zte corporation,FALSE,MA-L,3/10/2023
38:6C:9B,Ivy Biomedical,FALSE,MA-L,11/17/2015
38:7B:47,"AKELA, Inc.",FALSE,MA-L,11/17/2015
38:C9:A9,"SMART High Reliability Solutions, Inc.",FALSE,MA-L,10/31/2017
3C:08:F6,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
3C:0C:48,"Servergy, Inc.",FALSE,MA-L,11/17/2015
3C:0E:23,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
3C:36:E4,Commscope,FALSE,MA-L,10/16/2024
3C:D4:D6,"WirelessWERX, Inc",FALSE,MA-L,11/17/2015
3C:DF:BD,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
40:30:67,Conlog (Pty) Ltd,FALSE,MA-L,11/17/2015
40:4A:18,Addrek Smart Solutions,FALSE,MA-L,11/17/2015
40:B6:B1,"SUNGSAM CO,.Ltd",FALSE,MA-L,11/17/2015
40:F0:2F,Liteon Technology Corporation,FALSE,MA-L,11/17/2015
44:C3:06,SIFROM Inc.,FALSE,MA-L,11/17/2015
44:C4:A9,"Opticom Communication, LLC",FALSE,MA-L,11/17/2015
44:C5:6F,"NGN Easy Satfinder (Tianjin) Electronic Co., Ltd",FALSE,MA-L,11/17/2015
48:3D:32,Syscor Controls &amp; Automation,FALSE,MA-L,11/17/2015
48:5A:B6,"Hon Hai Precision Ind. Co.,Ltd.",FALSE,MA-L,6/11/2016
48:76:04,Private,FALSE,MA-L,11/17/2015
48:B9:77,PulseOn Oy,FALSE,MA-L,11/17/2015
48:EE:86,"UTStarcom (China) Co.,Ltd",FALSE,MA-L,11/17/2015
48:FE:EA,HOMA B.V.,FALSE,MA-L,11/17/2015
4C:0D:EE,JABIL CIRCUIT (SHANGHAI) LTD.,FALSE,MA-L,11/17/2015
4C:D7:B6,Helmer Scientific,FALSE,MA-L,11/17/2015
4C:D9:C4,Magneti Marelli Automotive Electronics (Guangzhou) Co. Ltd,FALSE,MA-L,11/17/2015
4C:E1:BB,"Zhuhai HiFocus Technology Co., Ltd.",FALSE,MA-L,11/17/2015
50:1A:C5,Microsoft,FALSE,MA-L,11/17/2015
50:56:A8,Jollyboys Ltd,FALSE,MA-L,12/2/2024
50:85:69,"Samsung Electronics Co.,Ltd",FALSE,MA-L,2/21/2017
50:A0:54,Actineon,FALSE,MA-L,11/17/2015
50:B6:95,"Micropoint Biotechnologies,Inc.",FALSE,MA-L,11/17/2015
54:27:1E,AzureWave Technology Inc.,FALSE,MA-L,11/17/2015
54:35:30,"Hon Hai Precision Ind. Co.,Ltd.",FALSE,MA-L,6/11/2016
54:39:DF,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
54:88:0E,SAMSUNG ELECTRO-MECHANICS(THAILAND),FALSE,MA-L,6/11/2016
54:A3:1B,"Shenzhen Linkworld Technology Co,.LTD",FALSE,MA-L,11/17/2015
58:50:AB,TLS Corporation,FALSE,MA-L,11/17/2015
5C:2A:EF,r2p Asia-Pacific Pty Ltd,FALSE,MA-L,6/19/2021
5C:A4:8A,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
5C:E7:BF,"New Singularity International Technical Development Co.,Ltd",FALSE,MA-L,11/17/2015
60:03:08,"Apple, Inc.",FALSE,MA-L,11/17/2015
60:21:03,"I4VINE, INC",FALSE,MA-L,10/30/2016
60:FF:DD,"C.E. ELECTRONICS, INC",FALSE,MA-L,11/17/2015
64:E6:25,"Woxu Wireless Co., Ltd",FALSE,MA-L,11/17/2015
68:48:98,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
68:D2:47,Portalis LC,FALSE,MA-L,11/17/2015
6C:3C:53,SoundHawk Corp,FALSE,MA-L,11/17/2015
6C:5F:1C,Lenovo Mobile Communication Technology Ltd.,FALSE,MA-L,11/17/2015
6C:64:1A,Penguin Computing,FALSE,MA-L,11/17/2015
70:71:B3,Brain Corporation,FALSE,MA-L,11/18/2024
70:7C:18,"ADATA Technology Co., Ltd",FALSE,MA-L,11/17/2015
74:3E:CB,Gentrice tech,FALSE,MA-L,11/17/2015
74:6A:8F,VS Vision Systems GmbH,FALSE,MA-L,11/17/2015
74:6F:3D,Contec GmbH,FALSE,MA-L,11/17/2015
74:8F:1B,MasterImage 3D,FALSE,MA-L,11/17/2015
78:4B:87,"Murata Manufacturing Co., Ltd.",FALSE,MA-L,11/17/2015
78:6A:89,"HUAWEI TECHNOLOGIES CO.,LTD",FALSE,MA-L,11/17/2015
78:A5:04,Texas Instruments,FALSE,MA-L,11/17/2015
78:A8:73,"Samsung Electronics Co.,Ltd",FALSE,MA-L,11/17/2015
78:EC:74,Kyland-USA,FALSE,MA-L,11/17/2015
7C:44:4C,"Entertainment Solutions, S.L.",FALSE,MA-L,11/17/2015
7C:8D:91,"Shanghai Hongzhuo Information Technology co.,LTD",FALSE,MA-L,11/17/2015
