Mac Prefix,Vendor Name,Private,Block Type,Last Update
0.001597222,"MARGI Systems, Inc.",FALSE,MA-L,11/17/2015
0.001608796,"WIRELESS TECHNOLOGY, INC.",FALSE,MA-L,11/17/2015
00:01:7A,"Chengdu Maipu Electric Industrial Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:7B,Heidelberger Druckmaschinen AG,FALSE,MA-L,11/17/2015
00:01:7C,AG-E GmbH,FALSE,MA-L,11/17/2015
00:01:7D,ThermoQuest,FALSE,MA-L,11/17/2015
00:01:7E,"ADTEK System Science Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:7F,Experience Music Project,FALSE,MA-L,11/17/2015
0.00162037,"AOpen, Inc.",FALSE,MA-L,11/17/2015
0.001631944,Nortel Networks,FALSE,MA-L,11/17/2015
0.001643519,DICA TECHNOLOGIES AG,FALSE,MA-L,11/17/2015
0.001655093,ANITE TELECOMS,FALSE,MA-L,11/17/2015
0.001666667,SIEB & MEYER AG,FALSE,MA-L,11/17/2015
0.001678241,"Hitachi Aloka Medical, Ltd.",FALSE,MA-L,11/17/2015
0.001689815,Uwe Disch,FALSE,MA-L,11/17/2015
0.001701389,I2SE GmbH,FALSE,MA-L,11/17/2015
0.001712963,LXCO Technologies ag,FALSE,MA-L,11/17/2015
0.001724537,"Refraction Technology, Inc.",FALSE,MA-L,11/17/2015
00:01:8A,ROI COMPUTER AG,FALSE,MA-L,11/17/2015
00:01:8B,"NetLinks Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:8C,Mega Vision,FALSE,MA-L,11/17/2015
00:01:8D,AudeSi Technologies,FALSE,MA-L,11/17/2015
00:01:8E,Logitec Corporation,FALSE,MA-L,11/17/2015
00:01:8F,"Kenetec, Inc.",FALSE,MA-L,11/17/2015
0.001736111,SMK-M,FALSE,MA-L,11/17/2015
0.001747685,SYRED Data Systems,FALSE,MA-L,11/17/2015
0.001759259,Texas Digital Systems,FALSE,MA-L,11/17/2015
0.001770833,"Hanbyul Telecom Co., Ltd.",FALSE,MA-L,11/17/2015
0.001782407,Capital Equipment Corporation,FALSE,MA-L,11/17/2015
0.001793981,"Sena Technologies, Inc.",FALSE,MA-L,11/17/2015
0.001805556,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
0.00181713,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
0.001828704,Darim Vision,FALSE,MA-L,11/17/2015
0.001840278,HeiSei Electronics,FALSE,MA-L,11/17/2015
00:01:9A,LEUNIG GmbH,FALSE,MA-L,11/17/2015
00:01:9B,"Kyoto Microcomputer Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:9C,Lumentum,FALSE,MA-L,2/8/2024
00:01:9D,"E-Control Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:9E,"ESS Technology, Inc.",FALSE,MA-L,11/17/2015
00:01:9F,ReadyNet,FALSE,MA-L,11/17/2015
00:01:A0,Infinilink Corporation,FALSE,MA-L,11/17/2015
00:01:A1,"Mag-Tek, Inc.",FALSE,MA-L,11/17/2015
00:01:A2,"Logical Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:A3,"GENESYS LOGIC, INC.",FALSE,MA-L,11/17/2015
00:01:A4,Microlink Corporation,FALSE,MA-L,11/17/2015
00:01:A5,"Nextcomm, Inc.",FALSE,MA-L,11/17/2015
00:01:A6,Scientific-Atlanta Arcodan A/S,FALSE,MA-L,11/17/2015
00:01:A7,UNEX TECHNOLOGY CORPORATION,FALSE,MA-L,11/17/2015
00:01:A8,"Welltech Computer Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:A9,BMW AG,FALSE,MA-L,11/17/2015
00:01:AA,"Airspan Communications, Ltd.",FALSE,MA-L,11/17/2015
00:01:AB,Main Street Networks,FALSE,MA-L,11/17/2015
00:01:AC,"Sitara Networks, Inc.",FALSE,MA-L,11/17/2015
00:01:AD,"Coach Master International  d.b.a. CMI Worldwide, Inc.",FALSE,MA-L,11/17/2015
00:01:AE,Trex Enterprises,FALSE,MA-L,11/17/2015
00:01:AF,Artesyn Embedded Technologies,FALSE,MA-L,11/17/2015
00:01:B0,"Fulltek Technology Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:B1,General Bandwidth,FALSE,MA-L,11/17/2015
00:01:B2,"Digital Processing Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:B3,Precision Electronic Manufacturing,FALSE,MA-L,11/17/2015
00:01:B4,"Wayport, Inc.",FALSE,MA-L,11/17/2015
00:01:B5,"Turin Networks, Inc.",FALSE,MA-L,11/17/2015
00:01:B6,"SAEJIN T&M Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:B7,"Centos, Inc.",FALSE,MA-L,11/17/2015
00:01:B8,"Netsensity, Inc.",FALSE,MA-L,11/17/2015
00:01:B9,SKF (U.K.) Limited,FALSE,MA-L,12/28/2017
00:01:BA,"IC-Net, Inc.",FALSE,MA-L,11/17/2015
00:01:BB,Frequentis,FALSE,MA-L,11/17/2015
00:01:BC,Brains Corporation,FALSE,MA-L,11/17/2015
00:01:BD,"Peterson Electro-Musical Products, Inc.",FALSE,MA-L,11/17/2015
00:01:BE,"Gigalink Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:BF,"Teleforce Co., Ltd.",FALSE,MA-L,11/17/2015
00:01:C0,"CompuLab, Ltd.",FALSE,MA-L,11/17/2015
00:01:C1,Vitesse Semiconductor Corporation,FALSE,MA-L,11/17/2015
00:01:C2,ARK Research Corp.,FALSE,MA-L,11/17/2015
00:01:C3,"Acromag, Inc.",FALSE,MA-L,11/17/2015
00:01:C4,"NeoWave, Inc.",FALSE,MA-L,11/17/2015
00:01:C5,Simpler Networks,FALSE,MA-L,11/17/2015
00:01:C6,Quarry Technologies,FALSE,MA-L,11/17/2015
00:01:C7,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:01:C8,CONRAD CORP.,FALSE,MA-L,11/17/2015
00:01:C9,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:01:CA,"Geocast Network Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:CB,EVR,FALSE,MA-L,11/17/2015
00:01:CC,Brand Maker Enabler Inc.,FALSE,MA-L,2/20/2025
00:01:CD,ARtem,FALSE,MA-L,11/17/2015
00:01:CE,"Custom Micro Products, Ltd.",FALSE,MA-L,11/17/2015
00:01:CF,"Alpha Data Parallel Systems, Ltd.",FALSE,MA-L,11/17/2015
00:01:D0,"VitalPoint, Inc.",FALSE,MA-L,11/17/2015
00:01:D1,"CoNet Communications, Inc.",FALSE,MA-L,11/17/2015
00:01:D2,"inXtron, Inc.",FALSE,MA-L,11/17/2015
00:01:D3,"PAXCOMM, Inc.",FALSE,MA-L,11/17/2015
00:01:D4,"Leisure Time, Inc.",FALSE,MA-L,11/17/2015
00:01:D5,"HAEDONG INFO & COMM CO., LTD",FALSE,MA-L,11/17/2015
00:01:D6,manroland AG,FALSE,MA-L,11/17/2015
00:01:D7,F5 Inc.,FALSE,MA-L,6/3/2025
00:01:D8,"Teltronics, Inc.",FALSE,MA-L,11/17/2015
00:01:D9,"Sigma, Inc.",FALSE,MA-L,11/17/2015
00:01:DA,WINCOMM Corporation,FALSE,MA-L,11/17/2015
00:01:DB,Freecom Technologies GmbH,FALSE,MA-L,11/17/2015
00:01:DC,Activetelco,FALSE,MA-L,11/17/2015
00:01:DD,Avail Networks,FALSE,MA-L,11/17/2015
00:01:DE,"Trango Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:DF,"ISDN Communications, Ltd.",FALSE,MA-L,11/17/2015
00:01:E0,"Fast Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:E1,"Kinpo Electronics, Inc.",FALSE,MA-L,8/9/2016
00:01:E2,Ando Electric Corporation,FALSE,MA-L,11/17/2015
00:01:E3,Siemens AG,FALSE,MA-L,11/17/2015
00:01:E4,"Sitera, Inc.",FALSE,MA-L,11/17/2015
00:01:E5,"Supernet, Inc.",FALSE,MA-L,11/17/2015
00:01:E6,Hewlett Packard,FALSE,MA-L,11/17/2015
00:01:E7,Hewlett Packard,FALSE,MA-L,11/17/2015
00:01:E8,"Force10 Networks, Inc.",FALSE,MA-L,11/17/2015
00:01:E9,Litton Marine Systems B.V.,FALSE,MA-L,11/17/2015
00:01:EA,Cirilium Corp.,FALSE,MA-L,11/17/2015
00:01:EB,C-COM Corporation,FALSE,MA-L,11/17/2015
00:01:EC,Ericsson Group,FALSE,MA-L,11/17/2015
00:01:ED,SETA Corp.,FALSE,MA-L,11/17/2015
00:01:EE,"Comtrol Europe, Ltd.",FALSE,MA-L,11/17/2015
00:01:EF,Camtel Technology Corp.,FALSE,MA-L,11/17/2015
00:01:F0,"Tridium, Inc.",FALSE,MA-L,11/17/2015
00:01:F1,"Innovative Concepts, Inc.",FALSE,MA-L,11/17/2015
00:01:F3,"QPS, Inc.",FALSE,MA-L,11/17/2015
00:01:F4,Enterasys,FALSE,MA-L,1/31/2016
00:01:F5,ERIM S.A.,FALSE,MA-L,11/17/2015
00:01:F6,Association of Musical Electronics Industry,FALSE,MA-L,11/17/2015
00:01:F7,"Image Display Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:F8,TEXIO TECHNOLOGY CORPORATION,FALSE,MA-L,11/17/2015
00:01:F9,TeraGlobal Communications Corp.,FALSE,MA-L,11/17/2015
00:01:FA,HOROSCAS,FALSE,MA-L,11/17/2015
00:01:FB,"DoTop Technology, Inc.",FALSE,MA-L,11/17/2015
00:01:FC,Keyence Corporation,FALSE,MA-L,11/17/2015
00:01:FD,"Digital Voice Systems, Inc.",FALSE,MA-L,11/17/2015
00:01:FF,"Data Direct Networks, Inc.",FALSE,MA-L,11/17/2015
0:02:00,"Net & Sys Co., Ltd.",FALSE,MA-L,11/17/2015
0:02:01,IFM Electronic gmbh,FALSE,MA-L,11/17/2015
0:02:02,"Amino Communications, Ltd.",FALSE,MA-L,11/17/2015
0:02:03,"Woonsang Telecom, Inc.",FALSE,MA-L,11/17/2015
0:02:04,Bodmann Industries Elektronik GmbH,FALSE,MA-L,11/17/2015
0:02:05,"Hitachi Denshi, Ltd.",FALSE,MA-L,11/17/2015
0:02:06,Telital R&D Denmark A/S,FALSE,MA-L,11/17/2015
0:02:08,"Unify Networks, Inc.",FALSE,MA-L,11/17/2015
0:02:09,"Shenzhen SED Information Technology Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:0A,Gefran Spa,FALSE,MA-L,11/17/2015
00:02:0B,"Native Networks, Inc.",FALSE,MA-L,11/17/2015
00:02:0C,Metro-Optix,FALSE,MA-L,11/17/2015
00:02:0D,Micronpc.com,FALSE,MA-L,11/17/2015
00:02:0E,ECI Telecom Ltd.,FALSE,MA-L,7/2/2019
00:02:0F,AATR,FALSE,MA-L,11/17/2015
0:02:10,Fenecom,FALSE,MA-L,11/17/2015
0:02:11,Nature Worldwide Technology Corp.,FALSE,MA-L,11/17/2015
0:02:12,SierraCom,FALSE,MA-L,11/17/2015
0:02:13,S.D.E.L.,FALSE,MA-L,11/17/2015
0:02:14,DTVRO,FALSE,MA-L,11/17/2015
0:02:15,Cotas Computer Technology A/B,FALSE,MA-L,11/17/2015
0:02:16,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
0:02:17,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
0:02:18,Advanced Scientific Corp,FALSE,MA-L,11/17/2015
0:02:19,Paralon Technologies,FALSE,MA-L,11/17/2015
00:02:1A,Zuma Networks,FALSE,MA-L,11/17/2015
00:02:1B,Kollmorgen-Servotronix,FALSE,MA-L,11/17/2015
00:02:1C,"Network Elements, Inc.",FALSE,MA-L,11/17/2015
00:02:1D,Data General Communication Ltd.,FALSE,MA-L,11/17/2015
00:02:1E,SIMTEL S.R.L.,FALSE,MA-L,11/17/2015
00:02:1F,Aculab PLC,FALSE,MA-L,11/17/2015
0:02:20,CANON FINETECH INC.,FALSE,MA-L,11/17/2015
0:02:21,"DSP Application, Ltd.",FALSE,MA-L,11/17/2015
0:02:22,"Chromisys, Inc.",FALSE,MA-L,11/17/2015
0:02:23,ClickTV,FALSE,MA-L,11/17/2015
0:02:24,C-COR,FALSE,MA-L,11/17/2015
0:02:25,One Stop Systems,FALSE,MA-L,11/17/2015
0:02:26,"XESystems, Inc.",FALSE,MA-L,11/17/2015
0:02:27,ESD Electronic System Design GmbH,FALSE,MA-L,11/17/2015
0:02:28,"Necsom, Ltd.",FALSE,MA-L,11/17/2015
0:02:29,Adtec Corporation,FALSE,MA-L,11/17/2015
00:02:2A,Asound Electronic,FALSE,MA-L,11/17/2015
00:02:2B,"SAXA, Inc.",FALSE,MA-L,11/17/2015
00:02:2C,"ABB Bomem, Inc.",FALSE,MA-L,11/17/2015
00:02:2D,Agere Systems,FALSE,MA-L,11/17/2015
00:02:2E,TEAC Corp. R& D,FALSE,MA-L,11/17/2015
00:02:2F,"P-Cube, Ltd.",FALSE,MA-L,11/17/2015
0:02:30,Intersoft Electronics,FALSE,MA-L,11/17/2015
0:02:31,Ingersoll-Rand,FALSE,MA-L,11/17/2015
0:02:32,"Avision, Inc.",FALSE,MA-L,11/17/2015
0:02:33,"Mantra Communications, Inc.",FALSE,MA-L,11/17/2015
0:02:34,"Imperial Technology, Inc.",FALSE,MA-L,11/17/2015
0:02:35,Paragon Networks International,FALSE,MA-L,11/17/2015
0:02:36,INIT GmbH,FALSE,MA-L,11/17/2015
0:02:37,Cosmo Research Corp.,FALSE,MA-L,11/17/2015
0:02:38,"Serome Technology, Inc.",FALSE,MA-L,11/17/2015
0:02:39,Visicom,FALSE,MA-L,11/17/2015
00:02:3A,ZSK Stickmaschinen GmbH,FALSE,MA-L,11/17/2015
00:02:3B,Ericsson,FALSE,MA-L,11/17/2015
00:02:3C,"Creative Technology, Ltd.",FALSE,MA-L,11/17/2015
00:02:3D,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:3E,Selta Telematica S.p.a,FALSE,MA-L,11/17/2015
00:02:3F,Compal Electronics INC.,FALSE,MA-L,4/25/2018
0:02:40,"Seedek Co., Ltd.",FALSE,MA-L,11/17/2015
0:02:41,Amer.com,FALSE,MA-L,11/17/2015
0:02:42,Videoframe Systems,FALSE,MA-L,11/17/2015
0:02:43,"Raysis Co., Ltd.",FALSE,MA-L,11/17/2015
0:02:44,SURECOM Technology Co.,FALSE,MA-L,11/17/2015
0:02:45,"Lampus Co, Ltd.",FALSE,MA-L,11/17/2015
0:02:46,"All-Win Tech Co., Ltd.",FALSE,MA-L,11/17/2015
0:02:47,"Great Dragon Information Technology (Group) Co., Ltd.",FALSE,MA-L,11/17/2015
0:02:48,Pilz GmbH & Co.,FALSE,MA-L,11/17/2015
0:02:49,"Aviv Infocom Co, Ltd.",FALSE,MA-L,11/17/2015
00:02:4A,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:4B,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:4C,"SiByte, Inc.",FALSE,MA-L,11/17/2015
00:02:4D,Mannesman Dematic Colby Pty. Ltd.,FALSE,MA-L,11/17/2015
00:02:4E,Datacard Group,FALSE,MA-L,11/17/2015
00:02:4F,IPM Datacom S.R.L.,FALSE,MA-L,11/17/2015
0:02:50,"Geyser Networks, Inc.",FALSE,MA-L,11/17/2015
0:02:51,"Soma Networks, Inc.",FALSE,MA-L,11/17/2015
0:02:52,Carrier Corporation,FALSE,MA-L,11/17/2015
0:02:53,"Televideo, Inc.",FALSE,MA-L,11/17/2015
0:02:54,WorldGate,FALSE,MA-L,11/17/2015
0:02:55,IBM Corp,FALSE,MA-L,11/17/2015
0:02:56,"Alpha Processor, Inc.",FALSE,MA-L,11/17/2015
0:02:57,Microcom Corp.,FALSE,MA-L,11/17/2015
0:02:58,Flying Packets Communications,FALSE,MA-L,11/17/2015
0:02:59,"Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group",FALSE,MA-L,11/17/2015
00:02:5A,Catena Networks,FALSE,MA-L,11/17/2015
00:02:5B,Cambridge Silicon Radio,FALSE,MA-L,11/17/2015
00:02:5C,"SCI Systems (Kunshan) Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:5E,High Technology Ltd,FALSE,MA-L,11/17/2015
00:02:5F,Nortel Networks,FALSE,MA-L,11/17/2015
0.002083333,"Accordion Networks, Inc.",FALSE,MA-L,11/17/2015
0.002094907,Tilgin AB,FALSE,MA-L,7/2/2019
0.002106481,"Soyo Group Soyo Com Tech Co., Ltd",FALSE,MA-L,11/17/2015
0.002118056,RPS S.p.A.,FALSE,MA-L,6/22/2023
0.00212963,AudioRamp.com,FALSE,MA-L,11/17/2015
0.002141204,Virditech Co. Ltd.,FALSE,MA-L,11/17/2015
0.002152778,Thermalogic Corporation,FALSE,MA-L,11/17/2015
0.002175926,Harris Government Communications,FALSE,MA-L,11/17/2015
0.0021875,"Nadatel Co., Ltd",FALSE,MA-L,11/17/2015
00:02:6A,"Cocess Telecom Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:6B,"BCM Computers Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:6C,Philips CFT,FALSE,MA-L,11/17/2015
00:02:6D,Adept Telecom,FALSE,MA-L,11/17/2015
00:02:6E,"NeGeN Access, Inc.",FALSE,MA-L,11/17/2015
00:02:6F,"Senao International Co., Ltd.",FALSE,MA-L,11/17/2015
0.002199074,"Crewave Co., Ltd.",FALSE,MA-L,11/17/2015
0.002210648,"Zhone Technologies, Inc.",FALSE,MA-L,7/29/2025
0.002222222,"CC&C Technologies, Inc.",FALSE,MA-L,11/17/2015
0.002233796,Coriolis Networks,FALSE,MA-L,11/17/2015
0.00224537,Tommy Technologies Corp.,FALSE,MA-L,11/17/2015
0.002256944,"SMART Technologies, Inc.",FALSE,MA-L,11/17/2015
0.002268519,Primax Electronics Ltd.,FALSE,MA-L,11/17/2015
0.002280093,Cash Systemes Industrie,FALSE,MA-L,11/17/2015
0.002291667,"SAMSUNG ELECTRO MECHANICS CO., LTD.",FALSE,MA-L,6/11/2016
0.002303241,"Control Applications, Ltd.",FALSE,MA-L,11/17/2015
00:02:7A,IOI Technology Corporation,FALSE,MA-L,11/17/2015
00:02:7B,"Amplify Net, Inc.",FALSE,MA-L,11/17/2015
00:02:7C,"Trilithic, Inc.",FALSE,MA-L,11/17/2015
00:02:7D,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:7E,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:7F,ask-technologies.com,FALSE,MA-L,11/17/2015
0.002314815,"Mu Net, Inc.",FALSE,MA-L,11/17/2015
0.002326389,Madge Ltd.,FALSE,MA-L,11/17/2015
0.002337963,"ViaClix, Inc.",FALSE,MA-L,11/17/2015
0.002349537,"Spectrum Controls, Inc.",FALSE,MA-L,11/17/2015
0.002361111,UK Grid Solutions Limited,FALSE,MA-L,3/2/2018
0.002372685,Riverstone Networks,FALSE,MA-L,11/17/2015
0.002384259,Occam Networks,FALSE,MA-L,11/17/2015
0.002395833,Adapcom,FALSE,MA-L,11/17/2015
0.002418981,DNE Technologies,FALSE,MA-L,11/17/2015
00:02:8A,Ambit Microsystems Corporation,FALSE,MA-L,11/17/2015
00:02:8B,VDSL Systems OY,FALSE,MA-L,11/17/2015
00:02:8C,Micrel-Synergy Semiconductor,FALSE,MA-L,11/17/2015
00:02:8D,"Movita Technologies, Inc.",FALSE,MA-L,11/17/2015
00:02:8E,"Rapid 5 Networks, Inc.",FALSE,MA-L,11/17/2015
00:02:8F,"Globetek, Inc.",FALSE,MA-L,11/17/2015
0.002430556,"Woorigisool, Inc.",FALSE,MA-L,11/17/2015
0.00244213,"Open Network Co., Ltd.",FALSE,MA-L,11/17/2015
0.002453704,"Logic Innovations, Inc.",FALSE,MA-L,11/17/2015
0.002465278,Solid Data Systems,FALSE,MA-L,11/17/2015
0.002476852,"Tokyo Sokushin Co., Ltd.",FALSE,MA-L,11/17/2015
0.002488426,MAVENIR IPA UK LTD,FALSE,MA-L,4/19/2024
0.0025,"Lectron Co,. Ltd.",FALSE,MA-L,11/17/2015
0.002511574,C-COR.net,FALSE,MA-L,11/17/2015
0.002523148,Broadframe Corporation,FALSE,MA-L,11/17/2015
0.002534722,"Apex, Inc.",FALSE,MA-L,11/17/2015
00:02:9A,Storage Apps,FALSE,MA-L,11/17/2015
00:02:9B,Kreatel Communications AB,FALSE,MA-L,11/17/2015
00:02:9D,Merix Corp.,FALSE,MA-L,11/17/2015
00:02:9E,"Information Equipment Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:9F,L-3 Communication Aviation Recorders,FALSE,MA-L,11/17/2015
00:02:A0,Flatstack Ltd.,FALSE,MA-L,11/17/2015
00:02:A1,World Wide Packets,FALSE,MA-L,11/17/2015
00:02:A2,Hilscher GmbH,FALSE,MA-L,11/17/2015
00:02:A3,Hitachi Energy Switzerland Ltd,FALSE,MA-L,10/28/2021
00:02:A4,"AddPac Technology Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:A5,Hewlett Packard,FALSE,MA-L,11/17/2015
00:02:A6,"Effinet Systems Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:A7,Vivace Networks,FALSE,MA-L,11/17/2015
00:02:A8,Air Link Technology,FALSE,MA-L,11/17/2015
00:02:A9,"RACOM, s.r.o.",FALSE,MA-L,11/17/2015
00:02:AA,"PLcom Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:AB,"CTC Union Technologies Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:AC,3PAR data,FALSE,MA-L,11/17/2015
00:02:AD,HOYA Corporation,FALSE,MA-L,11/17/2015
00:02:AE,Scannex Electronics Ltd.,FALSE,MA-L,11/17/2015
00:02:AF,"TeleCruz Technology, Inc.",FALSE,MA-L,11/17/2015
00:02:B0,"Hokubu Communication & Industrial Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:B1,"Anritsu, Ltd.",FALSE,MA-L,11/17/2015
00:02:B2,Cablevision,FALSE,MA-L,11/17/2015
00:02:B3,Intel Corporation,FALSE,MA-L,11/17/2015
00:02:B4,DAPHNE,FALSE,MA-L,11/17/2015
00:02:B5,"Avnet, Inc.",FALSE,MA-L,11/17/2015
00:02:B6,"Acrosser Technology Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:B7,"Watanabe Electric Industry Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:B8,WHI KONSULT AB,FALSE,MA-L,11/17/2015
00:02:B9,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:BA,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:BB,Continuous Computing Corp,FALSE,MA-L,11/17/2015
00:02:BC,"LVL 7 Systems, Inc.",FALSE,MA-L,11/17/2015
00:02:BD,"Bionet Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:BE,"Totsu Engineering, Inc.",FALSE,MA-L,11/17/2015
00:02:BF,"dotRocket, Inc.",FALSE,MA-L,11/17/2015
00:02:C0,"Bencent Tzeng Industry Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:C1,"Innovative Electronic Designs, Inc.",FALSE,MA-L,11/17/2015
00:02:C2,Net Vision Telecom,FALSE,MA-L,11/17/2015
00:02:C3,Arelnet Ltd.,FALSE,MA-L,11/17/2015
00:02:C4,"OPT Machine Vision Tech Co., Ltd",FALSE,MA-L,4/30/2020
00:02:C5,Evertz Microsystems Ltd.,FALSE,MA-L,11/17/2015
00:02:C6,Data Track Technology PLC,FALSE,MA-L,11/17/2015
00:02:C7,"ALPSALPINE CO,.LTD",FALSE,MA-L,10/10/2020
00:02:C8,Technocom Communications Technology (pte) Ltd,FALSE,MA-L,11/17/2015
00:02:C9,"Mellanox Technologies, Inc.",FALSE,MA-L,5/14/2016
00:02:CA,"EndPoints, Inc.",FALSE,MA-L,11/17/2015
00:02:CB,TriState Ltd.,FALSE,MA-L,11/17/2015
00:02:CC,M.C.C.I,FALSE,MA-L,11/17/2015
00:02:CD,"TeleDream, Inc.",FALSE,MA-L,11/17/2015
00:02:CE,"FoxJet, Inc.",FALSE,MA-L,11/17/2015
00:02:CF,"ZyGate Communications, Inc.",FALSE,MA-L,11/17/2015
00:02:D0,Comdial Corporation,FALSE,MA-L,11/17/2015
00:02:D1,"Vivotek, Inc.",FALSE,MA-L,11/17/2015
00:02:D2,Workstation AG,FALSE,MA-L,11/17/2015
00:02:D3,"NetBotz, Inc.",FALSE,MA-L,11/17/2015
00:02:D4,"PDA Peripherals, Inc.",FALSE,MA-L,11/17/2015
00:02:D5,ACR,FALSE,MA-L,11/17/2015
00:02:D6,NICE Systems,FALSE,MA-L,11/17/2015
00:02:D7,EMPEG Ltd,FALSE,MA-L,11/17/2015
00:02:D8,BRECIS Communications Corporation,FALSE,MA-L,11/17/2015
00:02:D9,Reliable Controls,FALSE,MA-L,11/17/2015
00:02:DA,"ExiO Communications, Inc.",FALSE,MA-L,11/17/2015
00:02:DB,NETSEC,FALSE,MA-L,11/17/2015
00:02:DC,Fujitsu General Limited,FALSE,MA-L,11/17/2015
00:02:DD,"Bromax Communications, Ltd.",FALSE,MA-L,11/17/2015
00:02:DE,"Astrodesign, Inc.",FALSE,MA-L,11/17/2015
00:02:DF,"Net Com Systems, Inc.",FALSE,MA-L,11/17/2015
00:02:E0,ETAS GmbH,FALSE,MA-L,11/17/2015
00:02:E1,Integrated Network Corporation,FALSE,MA-L,11/17/2015
00:02:E2,NDC Infared Engineering,FALSE,MA-L,11/17/2015
00:02:E3,"LITE-ON Communications, Inc.",FALSE,MA-L,11/17/2015
00:02:E4,"JC HYUN Systems, Inc.",FALSE,MA-L,11/17/2015
00:02:E5,Timeware Ltd.,FALSE,MA-L,11/17/2015
00:02:E6,"Gould Instrument Systems, Inc.",FALSE,MA-L,11/17/2015
00:02:E7,CAB GmbH & Co KG,FALSE,MA-L,11/17/2015
00:02:E8,E.D.&A.,FALSE,MA-L,11/17/2015
00:02:E9,CS Systemes De Securite - C3S,FALSE,MA-L,11/17/2015
00:02:EA,Focus Enhancements,FALSE,MA-L,11/17/2015
00:02:EB,Pico Communications,FALSE,MA-L,11/17/2015
00:02:EC,Maschoff Design Engineering,FALSE,MA-L,11/17/2015
00:02:ED,"DXO Telecom Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:EE,Nokia Danmark A/S,FALSE,MA-L,7/2/2019
00:02:EF,CCC Network Systems Group Ltd.,FALSE,MA-L,11/17/2015
00:02:F0,"AME Optimedia Technology Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:F1,"Pinetron Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:F2,"eDevice, Inc.",FALSE,MA-L,11/17/2015
00:02:F3,"Media Serve Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:F4,"PCTEL, Inc.",FALSE,MA-L,11/17/2015
00:02:F5,"VIVE Synergies, Inc.",FALSE,MA-L,11/17/2015
00:02:F6,Equipe Communications,FALSE,MA-L,11/17/2015
00:02:F7,ARM,FALSE,MA-L,11/17/2015
00:02:F8,"SEAKR Engineering, Inc.",FALSE,MA-L,11/17/2015
00:02:F9,MIMOS Berhad,FALSE,MA-L,11/17/2015
00:02:FA,"DX Antenna Co., Ltd.",FALSE,MA-L,11/17/2015
00:02:FB,Baumuller Aulugen-Systemtechnik GmbH,FALSE,MA-L,11/17/2015
00:02:FC,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:FD,"Cisco Systems, Inc",FALSE,MA-L,11/17/2015
00:02:FE,"Viditec, Inc.",FALSE,MA-L,11/17/2015
00:02:FF,Handan BroadInfoCom,FALSE,MA-L,11/17/2015
0:03:00,"Barracuda Networks, Inc.",FALSE,MA-L,11/17/2015
0:03:01,EXFO,FALSE,MA-L,11/17/2015
